Simulation_ID,Stock_Basket,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Total_Invested,Final_Value,Net_Profit,XIRR_Pct,Capital_Multiple,Beat_NiftyBeES,XIRR_Bucket,Bucket_Sort
4032,ITC + LT + TITAN + TRENT + YESBANK,ITC,LT,TITAN,TRENT,YESBANK,2010000.0,12851800.95,10841800.95,19.69,6.39,1,18% - 22% (High Alpha),5
4033,HDFCBANK + LT + RELIANCE + SUZLON + TMPV,HDFCBANK,LT,RELIANCE,SUZLON,TMPV,2010000.0,6492705.77,4482705.77,12.81,3.23,1,12% - 15% (Index Level),3
4034,ITC + M&M + SBIN + TATAPOWER + TITAN,ITC,M&M,SBIN,TATAPOWER,TITAN,2010000.0,10851502.86,8841502.86,18.01,5.4,1,18% - 22% (High Alpha),5
4035,ASIANPAINT + IDEA + TATAPOWER + TITAN + TMPV,ASIANPAINT,IDEA,TATAPOWER,TITAN,TMPV,2010000.0,8709038.24,6699038.24,15.8,4.33,1,15% - 18% (Solid Alpha),4
4036,ASIANPAINT + BAJFINANCE + IDEA + M&M + YESBANK,ASIANPAINT,BAJFINANCE,IDEA,M&M,YESBANK,2010000.0,22644163.07,20634163.07,25.3,11.27,1,> 22% (Exceptional),6
4037,BAJFINANCE + ICICIBANK + INFY + M&M + TCS,BAJFINANCE,ICICIBANK,INFY,M&M,TCS,2010000.0,24353545.53,22343545.53,26.01,12.12,1,> 22% (Exceptional),6
4038,ASIANPAINT + BAJFINANCE + ITC + M&M + YESBANK,ASIANPAINT,BAJFINANCE,ITC,M&M,YESBANK,2010000.0,22972684.99,20962684.99,25.44,11.43,1,> 22% (Exceptional),6
4039,IDEA + ITC + LT + TCS + TRENT,IDEA,ITC,LT,TCS,TRENT,2010000.0,9077893.89,7067893.89,16.22,4.52,1,15% - 18% (Solid Alpha),4
4040,ASIANPAINT + RELIANCE + SBIN + TMPV + TRENT,ASIANPAINT,RELIANCE,SBIN,TMPV,TRENT,2010000.0,10339496.16,8329496.16,17.52,5.14,1,15% - 18% (Solid Alpha),4
4041,IDEA + INFY + ITC + M&M + TITAN,IDEA,INFY,ITC,M&M,TITAN,2010000.0,9002994.18,6992994.18,16.13,4.48,1,15% - 18% (Solid Alpha),4
4042,ICICIBANK + RELIANCE + TATAPOWER + TRENT + YESBANK,ICICIBANK,RELIANCE,TATAPOWER,TRENT,YESBANK,2010000.0,10775178.86,8765178.86,17.93,5.36,1,15% - 18% (Solid Alpha),4
4043,ASIANPAINT + INFY + MARUTI + SUZLON + TRENT,ASIANPAINT,INFY,MARUTI,SUZLON,TRENT,2010000.0,11243590.0,9233590.0,18.36,5.59,1,18% - 22% (High Alpha),5
4044,ASIANPAINT + SBIN + TCS + TITAN + YESBANK,ASIANPAINT,SBIN,TCS,TITAN,YESBANK,2010000.0,9010220.19,7000220.19,16.14,4.48,1,15% - 18% (Solid Alpha),4
4045,HDFCBANK + ITC + TATAPOWER + TCS + TMPV,HDFCBANK,ITC,TATAPOWER,TCS,TMPV,2010000.0,4848633.39,2838633.39,9.79,2.41,0,8% - 12% (Moderate),2
4046,BAJFINANCE + ICICIBANK + ITC + M&M + SBIN,BAJFINANCE,ICICIBANK,ITC,M&M,SBIN,2010000.0,24711446.48,22701446.48,26.16,12.29,1,> 22% (Exceptional),6
4047,BAJFINANCE + IDEA + INFY + SUZLON + YESBANK,BAJFINANCE,IDEA,INFY,SUZLON,YESBANK,2010000.0,21695587.19,19685587.19,24.87,10.79,1,> 22% (Exceptional),6
4048,BAJFINANCE + HDFCBANK + IDEA + TITAN + TRENT,BAJFINANCE,HDFCBANK,IDEA,TITAN,TRENT,2010000.0,30104445.53,28094445.53,28.11,14.98,1,> 22% (Exceptional),6
4049,BAJFINANCE + M&M + SUZLON + TITAN + TRENT,BAJFINANCE,M&M,SUZLON,TITAN,TRENT,2010000.0,32528635.24,30518635.24,28.87,16.18,1,> 22% (Exceptional),6
4050,ICICIBANK + IDEA + RELIANCE + TCS + YESBANK,ICICIBANK,IDEA,RELIANCE,TCS,YESBANK,2010000.0,5055516.24,3045516.24,10.23,2.52,0,8% - 12% (Moderate),2
4051,ASIANPAINT + HDFCBANK + ITC + TITAN + TMPV,ASIANPAINT,HDFCBANK,ITC,TITAN,TMPV,2010000.0,8547761.37,6537761.37,15.61,4.25,1,15% - 18% (Solid Alpha),4
4052,IDEA + INFY + TCS + TMPV + YESBANK,IDEA,INFY,TCS,TMPV,YESBANK,2010000.0,2955435.22,945435.22,4.44,1.47,0,< 8% (Lagging Market),1
4053,ASIANPAINT + BAJFINANCE + IDEA + LT + M&M,ASIANPAINT,BAJFINANCE,IDEA,LT,M&M,2010000.0,24012376.26,22002376.26,25.87,11.95,1,> 22% (Exceptional),6
4054,ASIANPAINT + IDEA + RELIANCE + SBIN + YESBANK,ASIANPAINT,IDEA,RELIANCE,SBIN,YESBANK,2010000.0,5142769.88,3132769.88,10.4,2.56,0,8% - 12% (Moderate),2
4055,ICICIBANK + INFY + ITC + RELIANCE + TITAN,ICICIBANK,INFY,ITC,RELIANCE,TITAN,2010000.0,9908946.07,7898946.07,17.1,4.93,1,15% - 18% (Solid Alpha),4
4056,BAJFINANCE + ICICIBANK + RELIANCE + TATAPOWER + TCS,BAJFINANCE,ICICIBANK,RELIANCE,TATAPOWER,TCS,2010000.0,24393937.16,22383937.16,26.03,12.14,1,> 22% (Exceptional),6
4057,ITC + LT + M&M + TATAPOWER + TCS,ITC,LT,M&M,TATAPOWER,TCS,2010000.0,7097901.08,5087901.08,13.72,3.53,1,12% - 15% (Index Level),3
4058,BAJFINANCE + ICICIBANK + IDEA + LT + TRENT,BAJFINANCE,ICICIBANK,IDEA,LT,TRENT,2010000.0,27735581.82,25725581.82,27.3,13.8,1,> 22% (Exceptional),6
4059,ASIANPAINT + ICICIBANK + ITC + SUZLON + TATAPOWER,ASIANPAINT,ICICIBANK,ITC,SUZLON,TATAPOWER,2010000.0,7484661.88,5474661.88,14.27,3.72,1,12% - 15% (Index Level),3
4060,HDFCBANK + MARUTI + TITAN + TMPV + TRENT,HDFCBANK,MARUTI,TITAN,TMPV,TRENT,2010000.0,13500416.49,11490416.49,20.18,6.72,1,18% - 22% (High Alpha),5
4061,BAJFINANCE + ICICIBANK + LT + SBIN + TRENT,BAJFINANCE,ICICIBANK,LT,SBIN,TRENT,2010000.0,28881974.63,26871974.63,27.7,14.37,1,> 22% (Exceptional),6
4062,INFY + LT + RELIANCE + SBIN + TCS,INFY,LT,RELIANCE,SBIN,TCS,2010000.0,6551931.86,4541931.86,12.91,3.26,1,12% - 15% (Index Level),3
4063,IDEA + LT + M&M + RELIANCE + TRENT,IDEA,LT,M&M,RELIANCE,TRENT,2010000.0,11128108.9,9118108.9,18.26,5.54,1,18% - 22% (High Alpha),5
4064,ASIANPAINT + MARUTI + RELIANCE + TATAPOWER + TMPV,ASIANPAINT,MARUTI,RELIANCE,TATAPOWER,TMPV,2010000.0,6730768.97,4720768.97,13.18,3.35,1,12% - 15% (Index Level),3
4065,ASIANPAINT + M&M + SUZLON + TCS + TITAN,ASIANPAINT,M&M,SUZLON,TCS,TITAN,2010000.0,11150577.48,9140577.48,18.28,5.55,1,18% - 22% (High Alpha),5
4066,ASIANPAINT + ICICIBANK + INFY + ITC + TITAN,ASIANPAINT,ICICIBANK,INFY,ITC,TITAN,2010000.0,9842740.7,7832740.7,17.03,4.9,1,15% - 18% (Solid Alpha),4
4067,HDFCBANK + LT + RELIANCE + TATAPOWER + TRENT,HDFCBANK,LT,RELIANCE,TATAPOWER,TRENT,2010000.0,11337518.76,9327518.76,18.44,5.64,1,18% - 22% (High Alpha),5
4068,ICICIBANK + IDEA + INFY + TATAPOWER + YESBANK,ICICIBANK,IDEA,INFY,TATAPOWER,YESBANK,2010000.0,5146805.23,3136805.23,10.41,2.56,0,8% - 12% (Moderate),2
4069,ASIANPAINT + INFY + ITC + TCS + YESBANK,ASIANPAINT,INFY,ITC,TCS,YESBANK,2010000.0,4299642.42,2289642.42,8.52,2.14,0,8% - 12% (Moderate),2
4070,IDEA + LT + M&M + TRENT + YESBANK,IDEA,LT,M&M,TRENT,YESBANK,2010000.0,9885080.99,7875080.99,17.07,4.92,1,15% - 18% (Solid Alpha),4
4071,ICICIBANK + MARUTI + RELIANCE + TATAPOWER + TITAN,ICICIBANK,MARUTI,RELIANCE,TATAPOWER,TITAN,2010000.0,11604193.03,9594193.03,18.67,5.77,1,18% - 22% (High Alpha),5
4072,HDFCBANK + ICICIBANK + ITC + RELIANCE + TITAN,HDFCBANK,ICICIBANK,ITC,RELIANCE,TITAN,2010000.0,10121263.15,8111263.15,17.31,5.04,1,15% - 18% (Solid Alpha),4
4073,ASIANPAINT + HDFCBANK + ICICIBANK + MARUTI + RELIANCE,ASIANPAINT,HDFCBANK,ICICIBANK,MARUTI,RELIANCE,2010000.0,7748266.6,5738266.6,14.62,3.85,1,12% - 15% (Index Level),3
4074,ASIANPAINT + INFY + TCS + TITAN + TMPV,ASIANPAINT,INFY,TCS,TITAN,TMPV,2010000.0,8574450.39,6564450.39,15.64,4.27,1,15% - 18% (Solid Alpha),4
4075,ITC + M&M + SBIN + SUZLON + TATAPOWER,ITC,M&M,SBIN,SUZLON,TATAPOWER,2010000.0,7791308.17,5781308.17,14.67,3.88,1,12% - 15% (Index Level),3
4076,BAJFINANCE + HDFCBANK + IDEA + INFY + LT,BAJFINANCE,HDFCBANK,IDEA,INFY,LT,2010000.0,22443605.26,20433605.26,25.21,11.17,1,> 22% (Exceptional),6
4077,ICICIBANK + INFY + SBIN + TATAPOWER + TMPV,ICICIBANK,INFY,SBIN,TATAPOWER,TMPV,2010000.0,6454335.29,4444335.29,12.75,3.21,1,12% - 15% (Index Level),3
4078,ASIANPAINT + ICICIBANK + INFY + ITC + RELIANCE,ASIANPAINT,ICICIBANK,INFY,ITC,RELIANCE,2010000.0,6542818.42,4532818.42,12.89,3.26,1,12% - 15% (Index Level),3
4079,HDFCBANK + M&M + SBIN + SUZLON + TATAPOWER,HDFCBANK,M&M,SBIN,SUZLON,TATAPOWER,2010000.0,8224589.09,6214589.09,15.22,4.09,1,15% - 18% (Solid Alpha),4
4080,INFY + ITC + MARUTI + SBIN + TATAPOWER,INFY,ITC,MARUTI,SBIN,TATAPOWER,2010000.0,6476454.39,4466454.39,12.79,3.22,1,12% - 15% (Index Level),3
4081,HDFCBANK + INFY + M&M + MARUTI + YESBANK,HDFCBANK,INFY,M&M,MARUTI,YESBANK,2010000.0,6214977.92,4204977.92,12.37,3.09,1,12% - 15% (Index Level),3
4082,ASIANPAINT + IDEA + INFY + SUZLON + TMPV,ASIANPAINT,IDEA,INFY,SUZLON,TMPV,2010000.0,4946727.68,2936727.68,10.0,2.46,0,8% - 12% (Moderate),2
4083,HDFCBANK + M&M + SUZLON + TCS + TMPV,HDFCBANK,M&M,SUZLON,TCS,TMPV,2010000.0,6454502.39,4444502.39,12.75,3.21,1,12% - 15% (Index Level),3
4084,ASIANPAINT + IDEA + ITC + SBIN + TCS,ASIANPAINT,IDEA,ITC,SBIN,TCS,2010000.0,4997307.02,2987307.02,10.1,2.49,0,8% - 12% (Moderate),2
4085,BAJFINANCE + MARUTI + TATAPOWER + TRENT + YESBANK,BAJFINANCE,MARUTI,TATAPOWER,TRENT,YESBANK,2010000.0,27372947.14,25362947.14,27.17,13.62,1,> 22% (Exceptional),6
4086,ASIANPAINT + IDEA + LT + M&M + TCS,ASIANPAINT,IDEA,LT,M&M,TCS,2010000.0,6593842.53,4583842.53,12.97,3.28,1,12% - 15% (Index Level),3
4087,HDFCBANK + ICICIBANK + INFY + LT + TMPV,HDFCBANK,ICICIBANK,INFY,LT,TMPV,2010000.0,6085599.34,4075599.34,12.15,3.03,1,12% - 15% (Index Level),3
4088,ASIANPAINT + ICICIBANK + TITAN + TRENT + YESBANK,ASIANPAINT,ICICIBANK,TITAN,TRENT,YESBANK,2010000.0,13899564.51,11889564.51,20.47,6.92,1,18% - 22% (High Alpha),5
4089,ASIANPAINT + INFY + M&M + SUZLON + TATAPOWER,ASIANPAINT,INFY,M&M,SUZLON,TATAPOWER,2010000.0,7941944.19,5931944.19,14.87,3.95,1,12% - 15% (Index Level),3
4090,BAJFINANCE + RELIANCE + SUZLON + TATAPOWER + TMPV,BAJFINANCE,RELIANCE,SUZLON,TATAPOWER,TMPV,2010000.0,23701110.67,21691110.67,25.75,11.79,1,> 22% (Exceptional),6
4091,BAJFINANCE + HDFCBANK + ITC + M&M + YESBANK,BAJFINANCE,HDFCBANK,ITC,M&M,YESBANK,2010000.0,22658422.84,20648422.84,25.3,11.27,1,> 22% (Exceptional),6
4092,BAJFINANCE + IDEA + ITC + TATAPOWER + TCS,BAJFINANCE,IDEA,ITC,TATAPOWER,TCS,2010000.0,22012512.6,20002512.6,25.02,10.95,1,> 22% (Exceptional),6
4093,IDEA + INFY + LT + TATAPOWER + YESBANK,IDEA,INFY,LT,TATAPOWER,YESBANK,2010000.0,4846584.75,2836584.75,9.78,2.41,0,8% - 12% (Moderate),2
4094,HDFCBANK + MARUTI + SBIN + SUZLON + YESBANK,HDFCBANK,MARUTI,SBIN,SUZLON,YESBANK,2010000.0,6389888.33,4379888.33,12.65,3.18,1,12% - 15% (Index Level),3
4095,HDFCBANK + INFY + M&M + RELIANCE + TCS,HDFCBANK,INFY,M&M,RELIANCE,TCS,2010000.0,6703880.85,4693880.85,13.14,3.34,1,12% - 15% (Index Level),3
4096,HDFCBANK + INFY + ITC + MARUTI + TRENT,HDFCBANK,INFY,ITC,MARUTI,TRENT,2010000.0,9875851.82,7865851.82,17.06,4.91,1,15% - 18% (Solid Alpha),4
4097,HDFCBANK + ICICIBANK + INFY + SUZLON + TATAPOWER,HDFCBANK,ICICIBANK,INFY,SUZLON,TATAPOWER,2010000.0,7391363.56,5381363.56,14.14,3.68,1,12% - 15% (Index Level),3
4098,ITC + LT + SBIN + TATAPOWER + TCS,ITC,LT,SBIN,TATAPOWER,TCS,2010000.0,6440299.29,4430299.29,12.73,3.2,1,12% - 15% (Index Level),3
4099,BAJFINANCE + ICICIBANK + LT + SBIN + TATAPOWER,BAJFINANCE,ICICIBANK,LT,SBIN,TATAPOWER,2010000.0,25097987.23,23087987.23,26.31,12.49,1,> 22% (Exceptional),6
4100,ICICIBANK + IDEA + M&M + MARUTI + YESBANK,ICICIBANK,IDEA,M&M,MARUTI,YESBANK,2010000.0,6471365.46,4461365.46,12.78,3.22,1,12% - 15% (Index Level),3
4101,ICICIBANK + MARUTI + RELIANCE + SBIN + SUZLON,ICICIBANK,MARUTI,RELIANCE,SBIN,SUZLON,2010000.0,8438789.53,6428789.53,15.48,4.2,1,15% - 18% (Solid Alpha),4
4102,ICICIBANK + ITC + TATAPOWER + TRENT + YESBANK,ICICIBANK,ITC,TATAPOWER,TRENT,YESBANK,2010000.0,9961430.42,7951430.42,17.15,4.96,1,15% - 18% (Solid Alpha),4
4103,ASIANPAINT + ICICIBANK + ITC + LT + TRENT,ASIANPAINT,ICICIBANK,ITC,LT,TRENT,2010000.0,11154106.98,9144106.98,18.28,5.55,1,18% - 22% (High Alpha),5
4104,BAJFINANCE + ITC + SUZLON + TRENT + YESBANK,BAJFINANCE,ITC,SUZLON,TRENT,YESBANK,2010000.0,26510212.38,24500212.38,26.85,13.19,1,> 22% (Exceptional),6
4105,INFY + M&M + MARUTI + TITAN + TMPV,INFY,M&M,MARUTI,TITAN,TMPV,2010000.0,10056504.98,8046504.98,17.24,5.0,1,15% - 18% (Solid Alpha),4
4106,ASIANPAINT + BAJFINANCE + HDFCBANK + M&M + TATAPOWER,ASIANPAINT,BAJFINANCE,HDFCBANK,M&M,TATAPOWER,2010000.0,24758325.08,22748325.08,26.18,12.32,1,> 22% (Exceptional),6
4107,ASIANPAINT + IDEA + ITC + TITAN + TMPV,ASIANPAINT,IDEA,ITC,TITAN,TMPV,2010000.0,7785958.54,5775958.54,14.67,3.87,1,12% - 15% (Index Level),3
4108,INFY + RELIANCE + SBIN + TATAPOWER + TMPV,INFY,RELIANCE,SBIN,TATAPOWER,TMPV,2010000.0,6028929.52,4018929.52,12.05,3.0,1,12% - 15% (Index Level),3
4109,BAJFINANCE + LT + M&M + TCS + YESBANK,BAJFINANCE,LT,M&M,TCS,YESBANK,2010000.0,23403081.75,21393081.75,25.62,11.64,1,> 22% (Exceptional),6
4110,HDFCBANK + ITC + LT + TITAN + TRENT,HDFCBANK,ITC,LT,TITAN,TRENT,2010000.0,13714361.34,11704361.34,20.34,6.82,1,18% - 22% (High Alpha),5
4111,ASIANPAINT + ITC + RELIANCE + TCS + YESBANK,ASIANPAINT,ITC,RELIANCE,TCS,YESBANK,2010000.0,4892427.02,2882427.02,9.88,2.43,0,8% - 12% (Moderate),2
4112,HDFCBANK + ICICIBANK + RELIANCE + TRENT + YESBANK,HDFCBANK,ICICIBANK,RELIANCE,TRENT,YESBANK,2010000.0,10285380.07,8275380.07,17.47,5.12,1,15% - 18% (Solid Alpha),4
4113,HDFCBANK + ICICIBANK + RELIANCE + SBIN + SUZLON,HDFCBANK,ICICIBANK,RELIANCE,SBIN,SUZLON,2010000.0,7878939.35,5868939.35,14.79,3.92,1,12% - 15% (Index Level),3
4114,BAJFINANCE + MARUTI + SBIN + TATAPOWER + TITAN,BAJFINANCE,MARUTI,SBIN,TATAPOWER,TITAN,2010000.0,28026701.11,26016701.11,27.4,13.94,1,> 22% (Exceptional),6
4115,ITC + M&M + MARUTI + RELIANCE + SBIN,ITC,M&M,MARUTI,RELIANCE,SBIN,2010000.0,7621631.97,5611631.97,14.45,3.79,1,12% - 15% (Index Level),3
4116,BAJFINANCE + HDFCBANK + M&M + RELIANCE + YESBANK,BAJFINANCE,HDFCBANK,M&M,RELIANCE,YESBANK,2010000.0,23472171.28,21462171.28,25.65,11.68,1,> 22% (Exceptional),6
4117,ICICIBANK + IDEA + INFY + TMPV + TRENT,ICICIBANK,IDEA,INFY,TMPV,TRENT,2010000.0,9091929.88,7081929.88,16.23,4.52,1,15% - 18% (Solid Alpha),4
4118,M&M + RELIANCE + SBIN + TMPV + YESBANK,M&M,RELIANCE,SBIN,TMPV,YESBANK,2010000.0,5931079.2,3921079.2,11.88,2.95,1,8% - 12% (Moderate),2
4119,HDFCBANK + M&M + RELIANCE + SUZLON + TMPV,HDFCBANK,M&M,RELIANCE,SUZLON,TMPV,2010000.0,7029244.73,5019244.73,13.63,3.5,1,12% - 15% (Index Level),3
4120,ASIANPAINT + MARUTI + RELIANCE + SBIN + YESBANK,ASIANPAINT,MARUTI,RELIANCE,SBIN,YESBANK,2010000.0,6464422.89,4454422.89,12.77,3.22,1,12% - 15% (Index Level),3
4121,BAJFINANCE + ICICIBANK + INFY + RELIANCE + YESBANK,BAJFINANCE,ICICIBANK,INFY,RELIANCE,YESBANK,2010000.0,23023535.72,21013535.72,25.46,11.45,1,> 22% (Exceptional),6
4122,ASIANPAINT + INFY + ITC + LT + TATAPOWER,ASIANPAINT,INFY,ITC,LT,TATAPOWER,2010000.0,6351929.2,4341929.2,12.59,3.16,1,12% - 15% (Index Level),3
4123,ASIANPAINT + IDEA + ITC + M&M + SUZLON,ASIANPAINT,IDEA,ITC,M&M,SUZLON,2010000.0,6469378.74,4459378.74,12.78,3.22,1,12% - 15% (Index Level),3
4124,BAJFINANCE + ICICIBANK + ITC + RELIANCE + TITAN,BAJFINANCE,ICICIBANK,ITC,RELIANCE,TITAN,2010000.0,27345522.07,25335522.07,27.16,13.6,1,> 22% (Exceptional),6
4125,ASIANPAINT + ITC + MARUTI + TITAN + TMPV,ASIANPAINT,ITC,MARUTI,TITAN,TMPV,2010000.0,9107611.55,7097611.55,16.25,4.53,1,15% - 18% (Solid Alpha),4
4126,HDFCBANK + ICICIBANK + INFY + LT + SUZLON,HDFCBANK,ICICIBANK,INFY,LT,SUZLON,2010000.0,7407217.58,5397217.58,14.16,3.69,1,12% - 15% (Index Level),3
4127,BAJFINANCE + IDEA + LT + TCS + TMPV,BAJFINANCE,IDEA,LT,TCS,TMPV,2010000.0,21760224.41,19750224.41,24.9,10.83,1,> 22% (Exceptional),6
4128,HDFCBANK + ITC + TATAPOWER + TMPV + TRENT,HDFCBANK,ITC,TATAPOWER,TMPV,TRENT,2010000.0,9316694.39,7306694.39,16.48,4.64,1,15% - 18% (Solid Alpha),4
4129,BAJFINANCE + LT + TITAN + TRENT + YESBANK,BAJFINANCE,LT,TITAN,TRENT,YESBANK,2010000.0,30509340.79,28499340.79,28.24,15.18,1,> 22% (Exceptional),6
4130,BAJFINANCE + HDFCBANK + IDEA + TMPV + TRENT,BAJFINANCE,HDFCBANK,IDEA,TMPV,TRENT,2010000.0,25722632.6,23712632.6,26.55,12.8,1,> 22% (Exceptional),6
4131,BAJFINANCE + ITC + M&M + MARUTI + YESBANK,BAJFINANCE,ITC,M&M,MARUTI,YESBANK,2010000.0,23218273.01,21208273.01,25.54,11.55,1,> 22% (Exceptional),6
4132,IDEA + MARUTI + SUZLON + TITAN + TRENT,IDEA,MARUTI,SUZLON,TITAN,TRENT,2010000.0,14060231.9,12050231.9,20.58,7.0,1,18% - 22% (High Alpha),5
4133,ASIANPAINT + BAJFINANCE + HDFCBANK + LT + TCS,ASIANPAINT,BAJFINANCE,HDFCBANK,LT,TCS,2010000.0,23537712.53,21527712.53,25.68,11.71,1,> 22% (Exceptional),6
4134,BAJFINANCE + IDEA + ITC + RELIANCE + YESBANK,BAJFINANCE,IDEA,ITC,RELIANCE,YESBANK,2010000.0,21234895.76,19224895.76,24.66,10.56,1,> 22% (Exceptional),6
4135,BAJFINANCE + TATAPOWER + TCS + TITAN + TRENT,BAJFINANCE,TATAPOWER,TCS,TITAN,TRENT,2010000.0,31161772.34,29151772.34,28.45,15.5,1,> 22% (Exceptional),6
4136,HDFCBANK + LT + SUZLON + TMPV + YESBANK,HDFCBANK,LT,SUZLON,TMPV,YESBANK,2010000.0,5249677.87,3239677.87,10.62,2.61,0,8% - 12% (Moderate),2
4137,HDFCBANK + LT + SBIN + SUZLON + TITAN,HDFCBANK,LT,SBIN,SUZLON,TITAN,2010000.0,10878641.15,8868641.15,18.03,5.41,1,18% - 22% (High Alpha),5
4138,IDEA + INFY + ITC + RELIANCE + SBIN,IDEA,INFY,ITC,RELIANCE,SBIN,2010000.0,5045470.11,3035470.11,10.2,2.51,0,8% - 12% (Moderate),2
4139,BAJFINANCE + INFY + M&M + TITAN + TMPV,BAJFINANCE,INFY,M&M,TITAN,TMPV,2010000.0,26720913.73,24710913.73,26.93,13.29,1,> 22% (Exceptional),6
4140,ICICIBANK + ITC + RELIANCE + TCS + TMPV,ICICIBANK,ITC,RELIANCE,TCS,TMPV,2010000.0,5545175.41,3535175.41,11.19,2.76,1,8% - 12% (Moderate),2
4141,BAJFINANCE + ITC + RELIANCE + SBIN + TITAN,BAJFINANCE,ITC,RELIANCE,SBIN,TITAN,2010000.0,26924238.75,24914238.75,27.0,13.4,1,> 22% (Exceptional),6
4142,BAJFINANCE + LT + M&M + TRENT + YESBANK,BAJFINANCE,LT,M&M,TRENT,YESBANK,2010000.0,27871142.75,25861142.75,27.35,13.87,1,> 22% (Exceptional),6
4143,ASIANPAINT + INFY + SUZLON + TCS + TITAN,ASIANPAINT,INFY,SUZLON,TCS,TITAN,2010000.0,9896068.64,7886068.64,17.08,4.92,1,15% - 18% (Solid Alpha),4
4144,ASIANPAINT + ITC + MARUTI + RELIANCE + SBIN,ASIANPAINT,ITC,MARUTI,RELIANCE,SBIN,2010000.0,6893702.36,4883702.36,13.43,3.43,1,12% - 15% (Index Level),3
4145,HDFCBANK + ICICIBANK + INFY + TMPV + TRENT,HDFCBANK,ICICIBANK,INFY,TMPV,TRENT,2010000.0,9853732.72,7843732.72,17.04,4.9,1,15% - 18% (Solid Alpha),4
4146,ICICIBANK + ITC + LT + SUZLON + TMPV,ICICIBANK,ITC,LT,SUZLON,TMPV,2010000.0,6484830.62,4474830.62,12.8,3.23,1,12% - 15% (Index Level),3
4147,SBIN + TATAPOWER + TCS + TITAN + YESBANK,SBIN,TATAPOWER,TCS,TITAN,YESBANK,2010000.0,9185756.82,7175756.82,16.34,4.57,1,15% - 18% (Solid Alpha),4
4148,ASIANPAINT + BAJFINANCE + M&M + MARUTI + TRENT,ASIANPAINT,BAJFINANCE,M&M,MARUTI,TRENT,2010000.0,29102162.65,27092162.65,27.77,14.48,1,> 22% (Exceptional),6
4149,INFY + M&M + MARUTI + TATAPOWER + TITAN,INFY,M&M,MARUTI,TATAPOWER,TITAN,2010000.0,11247726.9,9237726.9,18.36,5.6,1,18% - 22% (High Alpha),5
4150,ASIANPAINT + INFY + RELIANCE + SBIN + TITAN,ASIANPAINT,INFY,RELIANCE,SBIN,TITAN,2010000.0,10235205.82,8225205.82,17.42,5.09,1,15% - 18% (Solid Alpha),4
4151,BAJFINANCE + MARUTI + RELIANCE + TATAPOWER + YESBANK,BAJFINANCE,MARUTI,RELIANCE,TATAPOWER,YESBANK,2010000.0,23479628.48,21469628.48,25.65,11.68,1,> 22% (Exceptional),6
4152,ASIANPAINT + LT + RELIANCE + TATAPOWER + YESBANK,ASIANPAINT,LT,RELIANCE,TATAPOWER,YESBANK,2010000.0,6515434.35,4505434.35,12.85,3.24,1,12% - 15% (Index Level),3
4153,HDFCBANK + MARUTI + RELIANCE + SUZLON + TATAPOWER,HDFCBANK,MARUTI,RELIANCE,SUZLON,TATAPOWER,2010000.0,7738125.06,5728125.06,14.6,3.85,1,12% - 15% (Index Level),3
4154,ASIANPAINT + INFY + RELIANCE + SUZLON + TATAPOWER,ASIANPAINT,INFY,RELIANCE,SUZLON,TATAPOWER,2010000.0,7280219.95,5270219.95,13.98,3.62,1,12% - 15% (Index Level),3
4155,ICICIBANK + ITC + LT + M&M + MARUTI,ICICIBANK,ITC,LT,M&M,MARUTI,2010000.0,8168100.57,6158100.57,15.15,4.06,1,15% - 18% (Solid Alpha),4
4156,ITC + LT + M&M + MARUTI + SBIN,ITC,LT,M&M,MARUTI,SBIN,2010000.0,7746817.25,5736817.25,14.61,3.85,1,12% - 15% (Index Level),3
4157,HDFCBANK + ICICIBANK + RELIANCE + TATAPOWER + TITAN,HDFCBANK,ICICIBANK,RELIANCE,TATAPOWER,TITAN,2010000.0,11044342.86,9034342.86,18.18,5.49,1,18% - 22% (High Alpha),5
4158,ICICIBANK + IDEA + INFY + SBIN + SUZLON,ICICIBANK,IDEA,INFY,SBIN,SUZLON,2010000.0,6524351.91,4514351.91,12.86,3.25,1,12% - 15% (Index Level),3
4159,BAJFINANCE + RELIANCE + SUZLON + TATAPOWER + TITAN,BAJFINANCE,RELIANCE,SUZLON,TATAPOWER,TITAN,2010000.0,28082923.61,26072923.61,27.42,13.97,1,> 22% (Exceptional),6
4160,ASIANPAINT + ITC + MARUTI + RELIANCE + TATAPOWER,ASIANPAINT,ITC,MARUTI,RELIANCE,TATAPOWER,2010000.0,6998911.18,4988911.18,13.58,3.48,1,12% - 15% (Index Level),3
4161,ASIANPAINT + ICICIBANK + M&M + RELIANCE + TITAN,ASIANPAINT,ICICIBANK,M&M,RELIANCE,TITAN,2010000.0,11910997.99,9900997.99,18.93,5.93,1,18% - 22% (High Alpha),5
4162,ICICIBANK + LT + RELIANCE + TATAPOWER + TRENT,ICICIBANK,LT,RELIANCE,TATAPOWER,TRENT,2010000.0,12143392.05,10133392.05,19.13,6.04,1,18% - 22% (High Alpha),5
4163,BAJFINANCE + IDEA + LT + MARUTI + YESBANK,BAJFINANCE,IDEA,LT,MARUTI,YESBANK,2010000.0,22353212.14,20343212.14,25.17,11.12,1,> 22% (Exceptional),6
