SIP_Date,Ticker,Year_Month,Year,Month_Number,SIP_Buy_Price,SIP_Close_Price,Day_of_Month_Executed
2010-06-01,TITAN.NS,2010-06,2010,6,101.8262,110.71,1
2010-07-01,TITAN.NS,2010-07,2010,7,108.0576,117.485,1
2010-08-02,TITAN.NS,2010-08,2010,8,130.3302,140.8475,2
2010-09-01,TITAN.NS,2010-09,2010,9,136.7752,147.8125,1
2010-10-01,TITAN.NS,2010-10,2010,10,153.1373,165.495,1
2010-11-01,TITAN.NS,2010-11,2010,11,175.4655,189.625,1
2010-12-01,TITAN.NS,2010-12,2010,12,174.9751,189.095,1
2011-01-03,TITAN.NS,2011-01,2011,1,170.5774,184.3425,3
2011-02-01,TITAN.NS,2011-02,2011,2,166.4297,179.86,1
2011-03-01,TITAN.NS,2011-03,2011,3,157.4124,170.115,1
2011-04-01,TITAN.NS,2011-04,2011,4,178.5098,192.915,1
2011-05-02,TITAN.NS,2011-05,2011,5,181.2627,195.89,2
2011-06-01,TITAN.NS,2011-06,2011,6,199.3876,215.4775,1
2011-07-01,TITAN.NS,2011-07,2011,7,197.6502,213.6,1
2011-08-01,TITAN.NS,2011-08,2011,8,212.2036,228.05,1
2011-09-02,TITAN.NS,2011-09,2011,9,196.2453,210.9,2
2011-10-03,TITAN.NS,2011-10,2011,10,189.8713,204.05,3
2011-11-01,TITAN.NS,2011-11,2011,11,200.1069,215.05,1
2011-12-01,TITAN.NS,2011-12,2011,12,173.0755,186.0,1
2012-01-02,TITAN.NS,2012-01,2012,1,162.9794,175.15,2
2012-02-01,TITAN.NS,2012-02,2012,2,182.5667,196.2,1
2012-03-01,TITAN.NS,2012-03,2012,3,212.948,228.85,1
2012-04-02,TITAN.NS,2012-04,2012,4,225.9287,242.8,2
2012-05-02,TITAN.NS,2012-05,2012,5,226.5335,243.45,2
2012-06-01,TITAN.NS,2012-06,2012,6,205.9692,221.35,1
2012-07-02,TITAN.NS,2012-07,2012,7,209.6912,225.35,2
2012-08-01,TITAN.NS,2012-08,2012,8,207.9665,221.75,1
2012-09-03,TITAN.NS,2012-09,2012,9,210.0297,223.95,3
2012-10-01,TITAN.NS,2012-10,2012,10,245.9959,262.3,1
2012-11-01,TITAN.NS,2012-11,2012,11,267.4257,285.15,1
2012-12-03,TITAN.NS,2012-12,2012,12,286.9796,306.0,3
2013-01-01,TITAN.NS,2013-01,2013,1,269.0668,286.9,1
2013-02-01,TITAN.NS,2013-02,2013,2,268.7386,286.55,1
2013-03-01,TITAN.NS,2013-03,2013,3,257.25,274.3,1
2013-04-01,TITAN.NS,2013-04,2013,4,238.9152,254.75,1
2013-05-02,TITAN.NS,2013-05,2013,5,257.1094,274.15,2
2013-06-03,TITAN.NS,2013-06,2013,6,271.7866,289.8,3
2013-07-01,TITAN.NS,2013-07,2013,7,212.8432,226.95,1
2013-08-01,TITAN.NS,2013-08,2013,8,245.3165,259.4,1
2013-09-02,TITAN.NS,2013-09,2013,9,218.0801,230.6,2
2013-10-01,TITAN.NS,2013-10,2013,10,222.1939,234.95,1
2013-11-01,TITAN.NS,2013-11,2013,11,247.4443,261.65,1
2013-12-02,TITAN.NS,2013-12,2013,12,216.0468,228.45,2
2014-01-01,TITAN.NS,2014-01,2014,1,218.2692,230.8,1
2014-02-03,TITAN.NS,2014-02,2014,2,208.0083,219.95,3
2014-03-03,TITAN.NS,2014-03,2014,3,235.7175,249.25,3
2014-04-01,TITAN.NS,2014-04,2014,4,250.7542,265.15,1
2014-05-02,TITAN.NS,2014-05,2014,5,244.0397,258.05,2
2014-06-02,TITAN.NS,2014-06,2014,6,298.0396,315.15,2
2014-07-01,TITAN.NS,2014-07,2014,7,336.4826,355.8,1
2014-08-01,TITAN.NS,2014-08,2014,8,310.9431,326.65,1
2014-09-01,TITAN.NS,2014-09,2014,9,354.0173,371.9,1
2014-10-01,TITAN.NS,2014-10,2014,10,385.3829,404.85,1
2014-11-03,TITAN.NS,2014-11,2014,11,364.2504,382.65,3
2014-12-01,TITAN.NS,2014-12,2014,12,371.4374,390.2,1
2015-01-01,TITAN.NS,2015-01,2015,1,361.5374,379.8,1
2015-02-02,TITAN.NS,2015-02,2015,2,412.3697,433.2,2
2015-03-02,TITAN.NS,2015-03,2015,3,392.6651,412.5,2
2015-04-01,TITAN.NS,2015-04,2015,4,371.6277,390.4,1
2015-05-04,TITAN.NS,2015-05,2015,5,366.7254,385.25,4
2015-06-01,TITAN.NS,2015-06,2015,6,358.2057,376.3,1
2015-07-01,TITAN.NS,2015-07,2015,7,344.4981,361.9,1
2015-08-03,TITAN.NS,2015-08,2015,8,303.9891,317.25,3
2015-09-01,TITAN.NS,2015-09,2015,9,320.9492,334.95,1
2015-10-01,TITAN.NS,2015-10,2015,10,313.5712,327.25,1
2015-11-02,TITAN.NS,2015-11,2015,11,341.6943,356.6,2
2015-12-01,TITAN.NS,2015-12,2015,12,362.1039,377.9,1
2016-01-01,TITAN.NS,2016-01,2016,1,337.3344,352.05,1
2016-02-01,TITAN.NS,2016-02,2016,2,344.9043,359.95,1
2016-03-01,TITAN.NS,2016-03,2016,3,323.3926,337.5,1
2016-04-01,TITAN.NS,2016-04,2016,4,327.3664,339.45,1
2016-05-02,TITAN.NS,2016-05,2016,5,354.5625,367.65,2
2016-06-01,TITAN.NS,2016-06,2016,6,346.4615,359.25,1
2016-07-01,TITAN.NS,2016-07,2016,7,391.4027,405.85,1
2016-08-01,TITAN.NS,2016-08,2016,8,407.2671,422.3,1
2016-09-01,TITAN.NS,2016-09,2016,9,398.7804,413.5,1
2016-10-03,TITAN.NS,2016-10,2016,10,392.126,406.6,3
2016-11-01,TITAN.NS,2016-11,2016,11,359.4328,372.7,1
2016-12-01,TITAN.NS,2016-12,2016,12,313.3344,324.9,1
2017-01-02,TITAN.NS,2017-01,2017,1,322.0622,333.95,2
2017-02-01,TITAN.NS,2017-02,2017,2,356.7807,369.95,1
2017-03-01,TITAN.NS,2017-03,2017,3,422.5529,438.15,1
2017-04-03,TITAN.NS,2017-04,2017,4,442.9983,459.35,3
2017-05-02,TITAN.NS,2017-05,2017,5,467.8316,485.1,2
2017-06-01,TITAN.NS,2017-06,2017,6,453.9442,470.7,1
2017-07-03,TITAN.NS,2017-07,2017,7,513.4479,532.4,3
2017-08-01,TITAN.NS,2017-08,2017,8,522.652,539.35,1
2017-09-01,TITAN.NS,2017-09,2017,9,594.5065,613.5,1
2017-10-03,TITAN.NS,2017-10,2017,10,581.4727,600.05,3
2017-11-01,TITAN.NS,2017-11,2017,11,617.7149,637.45,1
2017-12-01,TITAN.NS,2017-12,2017,12,780.32,805.25,1
2018-01-01,TITAN.NS,2018-01,2018,1,826.0585,852.45,1
2018-02-01,TITAN.NS,2018-02,2018,2,805.2727,831.0,1
2018-03-01,TITAN.NS,2018-03,2018,3,785.1168,810.2,1
2018-04-02,TITAN.NS,2018-04,2018,4,914.8712,944.1,2
2018-05-02,TITAN.NS,2018-05,2018,5,934.6397,964.5,2
2018-06-01,TITAN.NS,2018-06,2018,6,872.1366,900.0,1
2018-07-02,TITAN.NS,2018-07,2018,7,869.617,897.4,2
2018-08-01,TITAN.NS,2018-08,2018,8,892.8407,917.35,1
2018-09-03,TITAN.NS,2018-09,2018,9,888.3636,912.75,3
2018-10-01,TITAN.NS,2018-10,2018,10,788.1157,809.75,1
2018-11-01,TITAN.NS,2018-11,2018,11,831.6213,854.45,1
2018-12-03,TITAN.NS,2018-12,2018,12,911.2358,936.25,3
2019-01-01,TITAN.NS,2019-01,2019,1,903.2062,928.0,1
2019-02-01,TITAN.NS,2019-02,2019,2,965.0583,991.55,1
2019-03-01,TITAN.NS,2019-03,2019,3,994.0622,1021.35,1
2019-04-01,TITAN.NS,2019-04,2019,4,1090.4172,1120.35,1
2019-05-02,TITAN.NS,2019-05,2019,5,1107.7416,1138.15,2
2019-06-03,TITAN.NS,2019-06,2019,6,1232.4191,1266.25,3
2019-07-01,TITAN.NS,2019-07,2019,7,1287.8475,1323.2,1
2019-08-01,TITAN.NS,2019-08,2019,8,1033.7231,1057.3,1
2019-09-03,TITAN.NS,2019-09,2019,9,1036.0209,1059.65,3
2019-10-01,TITAN.NS,2019-10,2019,10,1252.0439,1280.6,1
2019-11-01,TITAN.NS,2019-11,2019,11,1272.869,1301.9,1
2019-12-02,TITAN.NS,2019-12,2019,12,1128.0715,1153.8,2
2020-01-01,TITAN.NS,2020-01,2020,1,1129.0002,1154.75,1
2020-02-03,TITAN.NS,2020-02,2020,2,1159.9445,1186.4,3
2020-03-02,TITAN.NS,2020-03,2020,3,1216.4067,1244.15,2
2020-04-01,TITAN.NS,2020-04,2020,4,915.1769,936.05,1
2020-05-04,TITAN.NS,2020-05,2020,5,871.9626,891.85,4
2020-06-01,TITAN.NS,2020-06,2020,6,937.5174,958.9,1
2020-07-01,TITAN.NS,2020-07,2020,7,927.056,948.2,1
2020-08-03,TITAN.NS,2020-08,2020,8,1057.3802,1077.35,3
2020-09-01,TITAN.NS,2020-09,2020,9,1099.2889,1120.05,1
2020-10-01,TITAN.NS,2020-10,2020,10,1176.4319,1198.65,1
2020-11-02,TITAN.NS,2020-11,2020,11,1146.8407,1168.5,2
2020-12-01,TITAN.NS,2020-12,2020,12,1316.2415,1341.1,1
2021-01-01,TITAN.NS,2021-01,2021,1,1529.71,1558.6,1
2021-02-01,TITAN.NS,2021-02,2021,2,1473.7175,1501.55,1
2021-03-01,TITAN.NS,2021-03,2021,3,1425.233,1452.15,1
2021-04-01,TITAN.NS,2021-04,2021,4,1530.4459,1559.35,1
2021-05-03,TITAN.NS,2021-05,2021,5,1397.5558,1423.95,3
2021-06-01,TITAN.NS,2021-06,2021,6,1561.9019,1591.4,1
2021-07-01,TITAN.NS,2021-07,2021,7,1708.0419,1740.3,1
2021-08-02,TITAN.NS,2021-08,2021,8,1742.8838,1771.55,2
2021-09-01,TITAN.NS,2021-09,2021,9,1908.0177,1939.4,1
2021-10-01,TITAN.NS,2021-10,2021,10,2128.7373,2163.75,1
2021-11-01,TITAN.NS,2021-11,2021,11,2367.3628,2406.3,1
2021-12-01,TITAN.NS,2021-12,2021,12,2322.0081,2360.2,1
2022-01-03,TITAN.NS,2022-01,2022,1,2483.0105,2523.8501,3
2022-02-01,TITAN.NS,2022-02,2022,2,2392.45,2431.8,1
2022-03-02,TITAN.NS,2022-03,2022,3,2550.697,2592.6499,2
2022-04-01,TITAN.NS,2022-04,2022,4,2480.0591,2520.8501,1
2022-05-02,TITAN.NS,2022-05,2022,5,2347.9321,2386.55,2
2022-06-01,TITAN.NS,2022-06,2022,6,2162.0398,2197.6001,1
2022-07-01,TITAN.NS,2022-07,2022,7,1914.7075,1946.2,1
2022-08-01,TITAN.NS,2022-08,2022,8,2346.0693,2376.25,1
2022-09-01,TITAN.NS,2022-09,2022,9,2588.698,2622.0,1
2022-10-03,TITAN.NS,2022-10,2022,10,2541.5051,2574.2,3
2022-11-01,TITAN.NS,2022-11,2022,11,2719.9592,2754.95,1
2022-12-01,TITAN.NS,2022-12,2022,12,2605.1858,2638.7,1
2023-01-02,TITAN.NS,2023-01,2023,1,2533.1626,2565.75,2
2023-02-01,TITAN.NS,2023-02,2023,2,2316.1047,2345.8999,1
2023-03-01,TITAN.NS,2023-03,2023,3,2352.1414,2382.3999,1
2023-04-03,TITAN.NS,2023-04,2023,4,2505.1724,2537.3999,3
2023-05-02,TITAN.NS,2023-05,2023,5,2630.0164,2663.8501,2
2023-06-01,TITAN.NS,2023-06,2023,6,2791.3411,2827.25,1
2023-07-03,TITAN.NS,2023-07,2023,7,2999.7104,3038.3,3
2023-08-01,TITAN.NS,2023-08,2023,8,2973.3752,3001.8999,1
2023-09-01,TITAN.NS,2023-09,2023,9,3087.1836,3116.8,1
2023-10-03,TITAN.NS,2023-10,2023,10,3165.8784,3196.25,3
2023-11-01,TITAN.NS,2023-11,2023,11,3143.2456,3173.3999,1
2023-12-01,TITAN.NS,2023-12,2023,12,3456.342,3489.5,1
2024-01-01,TITAN.NS,2024-01,2024,1,3642.2087,3677.1499,1
2024-02-01,TITAN.NS,2024-02,2024,2,3592.9812,3627.45,1
2024-03-01,TITAN.NS,2024-03,2024,3,3730.1155,3765.8999,1
2024-04-01,TITAN.NS,2024-04,2024,4,3702.8765,3738.3999,1
2024-05-02,TITAN.NS,2024-05,2024,5,3534.5415,3568.45,2
2024-06-03,TITAN.NS,2024-06,2024,6,3230.2112,3261.2,3
2024-07-01,TITAN.NS,2024-07,2024,7,3409.9648,3431.45,1
2024-08-01,TITAN.NS,2024-08,2024,8,3446.634,3468.3501,1
2024-09-02,TITAN.NS,2024-09,2024,9,3565.0876,3587.55,2
2024-10-01,TITAN.NS,2024-10,2024,10,3752.3079,3775.95,1
2024-11-01,TITAN.NS,2024-11,2024,11,3273.0774,3293.7,1
2024-12-02,TITAN.NS,2024-12,2024,12,3286.1453,3306.8501,2
2025-01-01,TITAN.NS,2025-01,2025,1,3233.4773,3253.8501,1
2025-02-01,TITAN.NS,2025-02,2025,2,3529.7603,3552.0,1
2025-03-03,TITAN.NS,2025-03,2025,3,3062.7031,3082.0,3
2025-04-01,TITAN.NS,2025-04,2025,4,2968.248,2986.95,1
2025-05-02,TITAN.NS,2025-05,2025,5,3321.0752,3342.0,2
2025-06-02,TITAN.NS,2025-06,2025,6,3503.4263,3525.5,2
2025-07-01,TITAN.NS,2025-07,2025,7,3677.3303,3700.5,1
2025-08-01,TITAN.NS,2025-08,2025,8,3305.1548,3316.0,1
2025-09-01,TITAN.NS,2025-09,2025,9,3606.7651,3618.6001,1
2025-10-01,TITAN.NS,2025-10,2025,10,3397.1531,3408.3,1
2025-11-03,TITAN.NS,2025-11,2025,11,3712.3188,3724.5,3
2025-12-01,TITAN.NS,2025-12,2025,12,3882.1614,3894.8999,1
2026-01-01,TITAN.NS,2026-01,2026,1,4036.0566,4049.3,1
2026-02-02,TITAN.NS,2026-02,2026,2,3940.2708,3953.2,2
2026-03-02,TITAN.NS,2026-03,2026,3,4256.3335,4270.2998,2
2026-04-01,TITAN.NS,2026-04,2026,4,4052.2036,4065.5,1
2026-05-01,TITAN.NS,2026-05,2026,5,4370.8579,4385.2002,1
2026-06-01,TITAN.NS,2026-06,2026,6,4011.4373,4024.6001,1
2026-07-01,TITAN.NS,2026-07,2026,7,4384.2144,4398.6001,1
2026-08-03,TITAN.NS,2026-08,2026,8,5000.0,5000.0,3
2026-09-01,TITAN.NS,2026-09,2026,9,5050.0,5050.0,1
2025-11-12,TMCV.NS,2025-11,2025,11,325.7726,329.45,12
2025-12-01,TMCV.NS,2025-12,2025,12,355.0422,359.05,1
2026-01-01,TMCV.NS,2026-01,2026,1,422.9753,427.75,1
2026-02-02,TMCV.NS,2026-02,2026,2,438.599,443.55,2
2026-03-02,TMCV.NS,2026-03,2026,3,492.4412,498.0,2
2026-04-01,TMCV.NS,2026-04,2026,4,391.6292,396.05,1
2026-05-01,TMCV.NS,2026-05,2026,5,405.3246,409.9,1
2026-06-01,TMCV.NS,2026-06,2026,6,370.0725,374.25,1
2026-07-01,TMCV.NS,2026-07,2026,7,431.45,431.45,1
2026-08-03,TMCV.NS,2026-08,2026,8,452.5,452.5,3
2026-09-01,TMCV.NS,2026-09,2026,9,464.35,464.35,1
2010-01-04,TMPV.NS,2010-01,2010,1,149.1947,163.5359,4
2010-02-01,TMPV.NS,2010-02,2010,2,129.9507,142.4422,1
2010-03-02,TMPV.NS,2010-03,2010,3,144.0677,157.9162,2
2010-04-01,TMPV.NS,2010-04,2010,4,140.385,153.8795,1
2010-05-03,TMPV.NS,2010-05,2010,5,154.2493,169.0765,3
2010-06-01,TMPV.NS,2010-06,2010,6,130.8714,143.4513,1
2010-07-01,TMPV.NS,2010-07,2010,7,137.6952,150.9311,1
2010-08-02,TMPV.NS,2010-08,2010,8,152.9676,167.6716,2
2010-09-01,TMPV.NS,2010-09,2010,9,185.4916,200.0047,1
2010-10-01,TMPV.NS,2010-10,2010,10,204.4675,220.4653,1
2010-11-01,TMPV.NS,2010-11,2010,11,214.8271,231.6355,1
2010-12-01,TMPV.NS,2010-12,2010,12,236.1428,254.619,1
2011-01-03,TMPV.NS,2011-01,2011,1,240.1252,258.9129,3
2011-02-01,TMPV.NS,2011-02,2011,2,196.1908,211.541,1
2011-03-01,TMPV.NS,2011-03,2011,3,209.5509,225.9465,1
2011-04-01,TMPV.NS,2011-04,2011,4,227.8937,245.7244,1
2011-05-02,TMPV.NS,2011-05,2011,5,224.8748,242.4693,2
2011-06-01,TMPV.NS,2011-06,2011,6,198.1819,213.688,1
2011-07-01,TMPV.NS,2011-07,2011,7,182.5462,196.8288,1
2011-08-01,TMPV.NS,2011-08,2011,8,180.0008,190.2593,1
2011-09-02,TMPV.NS,2011-09,2011,9,141.2955,149.3481,2
2011-10-03,TMPV.NS,2011-10,2011,10,143.776,151.97,3
2011-11-01,TMPV.NS,2011-11,2011,11,181.0773,191.3971,1
2011-12-01,TMPV.NS,2011-12,2011,12,171.2956,181.058,1
2012-01-02,TMPV.NS,2012-01,2012,1,172.1849,181.9979,2
2012-02-01,TMPV.NS,2012-02,2012,2,232.5128,245.7639,1
2012-03-01,TMPV.NS,2012-03,2012,3,250.1104,264.3644,1
2012-04-02,TMPV.NS,2012-04,2012,4,259.0964,273.8625,2
2012-05-02,TMPV.NS,2012-05,2012,5,285.0247,301.2686,2
2012-06-01,TMPV.NS,2012-06,2012,6,210.1882,222.167,1
2012-07-02,TMPV.NS,2012-07,2012,7,222.7312,235.4248,2
2012-08-01,TMPV.NS,2012-08,2012,8,216.6452,224.9373,1
2012-09-03,TMPV.NS,2012-09,2012,9,220.0281,228.4496,3
2012-10-01,TMPV.NS,2012-10,2012,10,261.7657,271.7848,1
2012-11-01,TMPV.NS,2012-11,2012,11,254.8571,264.6118,1
2012-12-03,TMPV.NS,2012-12,2012,12,259.2882,269.2124,3
2013-01-01,TMPV.NS,2013-01,2013,1,301.8358,313.3886,1
2013-02-01,TMPV.NS,2013-02,2013,2,268.3885,278.6611,1
2013-03-01,TMPV.NS,2013-03,2013,3,274.8206,285.3394,1
2013-04-01,TMPV.NS,2013-04,2013,4,252.9989,262.6825,1
2013-05-02,TMPV.NS,2013-05,2013,5,283.3493,294.1945,2
2013-06-03,TMPV.NS,2013-06,2013,6,299.263,310.7173,3
2013-07-01,TMPV.NS,2013-07,2013,7,276.1548,286.7246,1
2013-08-01,TMPV.NS,2013-08,2013,8,277.2195,285.8836,1
2013-09-02,TMPV.NS,2013-09,2013,9,287.5331,296.5195,2
2013-10-01,TMPV.NS,2013-10,2013,10,322.0236,332.088,1
2013-11-01,TMPV.NS,2013-11,2013,11,368.9864,380.5186,1
2013-12-02,TMPV.NS,2013-12,2013,12,383.6653,395.6562,2
2014-01-01,TMPV.NS,2014-01,2014,1,359.7281,370.971,1
2014-02-03,TMPV.NS,2014-02,2014,2,322.7432,332.8301,3
2014-03-03,TMPV.NS,2014-03,2014,3,394.0268,406.3416,3
2014-04-01,TMPV.NS,2014-04,2014,4,386.7833,398.8717,1
2014-05-02,TMPV.NS,2014-05,2014,5,397.9124,410.3486,2
2014-06-02,TMPV.NS,2014-06,2014,6,403.6688,416.2849,2
2014-07-01,TMPV.NS,2014-07,2014,7,432.4988,446.016,1
2014-08-01,TMPV.NS,2014-08,2014,8,423.9413,435.3307,1
2014-09-01,TMPV.NS,2014-09,2014,9,501.0215,514.4817,1
2014-10-01,TMPV.NS,2014-10,2014,10,484.4011,497.4147,1
2014-11-03,TMPV.NS,2014-11,2014,11,512.0054,525.7607,3
2014-12-01,TMPV.NS,2014-12,2014,12,516.4376,530.3119,1
2015-01-01,TMPV.NS,2015-01,2015,1,480.258,493.1604,1
2015-02-02,TMPV.NS,2015-02,2015,2,570.8755,586.2123,2
2015-03-02,TMPV.NS,2015-03,2015,3,563.6492,578.7919,2
2015-04-01,TMPV.NS,2015-04,2015,4,544.2829,558.9052,1
2015-05-04,TMPV.NS,2015-05,2015,5,493.2,506.45,4
2015-06-01,TMPV.NS,2015-06,2015,6,459.7,472.05,1
2015-07-01,TMPV.NS,2015-07,2015,7,432.8708,444.5,1
2015-08-03,TMPV.NS,2015-08,2015,8,378.0437,388.2,3
2015-09-01,TMPV.NS,2015-09,2015,9,321.269,329.9,1
2015-10-01,TMPV.NS,2015-10,2015,10,289.9601,297.75,1
2015-11-02,TMPV.NS,2015-11,2015,11,377.8002,387.95,2
2015-12-01,TMPV.NS,2015-12,2015,12,406.4311,417.35,1
2016-01-01,TMPV.NS,2016-01,2016,1,391.3853,401.9,1
2016-02-01,TMPV.NS,2016-02,2016,2,329.644,338.5,1
2016-03-01,TMPV.NS,2016-03,2016,3,307.0996,315.35,1
2016-04-01,TMPV.NS,2016-04,2016,4,369.7174,379.65,1
2016-05-02,TMPV.NS,2016-05,2016,5,397.0336,407.7,2
2016-06-01,TMPV.NS,2016-06,2016,6,437.4478,449.2,1
2016-07-01,TMPV.NS,2016-07,2016,7,445.9202,457.9,1
2016-08-01,TMPV.NS,2016-08,2016,8,495.1534,508.25,1
2016-09-01,TMPV.NS,2016-09,2016,9,529.6412,543.65,1
2016-10-03,TMPV.NS,2016-10,2016,10,526.8646,540.8,3
2016-11-01,TMPV.NS,2016-11,2016,11,516.9274,530.6,1
2016-12-01,TMPV.NS,2016-12,2016,12,436.6507,448.2,1
2017-01-02,TMPV.NS,2017-01,2017,1,474.4996,487.05,2
2017-02-01,TMPV.NS,2017-02,2017,2,528.2772,542.25,1
2017-03-01,TMPV.NS,2017-03,2017,3,437.8685,449.45,1
2017-04-03,TMPV.NS,2017-04,2017,4,458.2787,470.4,3
2017-05-02,TMPV.NS,2017-05,2017,5,439.6221,451.25,2
2017-06-01,TMPV.NS,2017-06,2017,6,464.3676,476.65,1
2017-07-03,TMPV.NS,2017-07,2017,7,419.1633,430.25,3
2017-08-01,TMPV.NS,2017-08,2017,8,435.3842,446.9,1
2017-09-01,TMPV.NS,2017-09,2017,9,380.7785,390.85,1
2017-10-03,TMPV.NS,2017-10,2017,10,405.2805,416.0,3
2017-11-01,TMPV.NS,2017-11,2017,11,426.47,437.75,1
2017-12-01,TMPV.NS,2017-12,2017,12,388.6211,398.9,1
2018-01-01,TMPV.NS,2018-01,2018,1,413.5127,424.45,1
2018-02-01,TMPV.NS,2018-02,2018,2,383.5064,393.65,1
2018-03-01,TMPV.NS,2018-03,2018,3,361.1965,370.75,1
2018-04-02,TMPV.NS,2018-04,2018,4,330.4107,339.15,2
2018-05-02,TMPV.NS,2018-05,2018,5,327.3906,336.05,2
2018-06-01,TMPV.NS,2018-06,2018,6,279.7994,287.2,1
2018-07-02,TMPV.NS,2018-07,2018,7,259.8276,266.7,2
2018-08-01,TMPV.NS,2018-08,2018,8,258.2202,265.05,1
2018-09-03,TMPV.NS,2018-09,2018,9,259.7302,266.6,3
2018-10-01,TMPV.NS,2018-10,2018,10,223.4401,229.35,1
2018-11-01,TMPV.NS,2018-11,2018,11,174.8259,179.45,1
2018-12-03,TMPV.NS,2018-12,2018,12,170.929,175.45,3
2019-01-01,TMPV.NS,2019-01,2019,1,168.9805,173.45,1
2019-02-01,TMPV.NS,2019-02,2019,2,176.9692,181.65,1
2019-03-01,TMPV.NS,2019-03,2019,3,175.654,180.3,1
2019-04-01,TMPV.NS,2019-04,2019,4,182.5223,187.35,1
2019-05-02,TMPV.NS,2019-05,2019,5,201.9583,207.3,2
2019-06-03,TMPV.NS,2019-06,2019,6,170.0035,174.5,3
2019-07-01,TMPV.NS,2019-07,2019,7,163.6709,168.0,1
2019-08-01,TMPV.NS,2019-08,2019,8,126.2117,129.55,1
2019-09-03,TMPV.NS,2019-09,2019,9,109.7472,112.65,3
2019-10-01,TMPV.NS,2019-10,2019,10,112.3289,115.3,1
2019-11-01,TMPV.NS,2019-11,2019,11,170.5393,175.05,1
2019-12-02,TMPV.NS,2019-12,2019,12,156.9,161.05,2
2020-01-01,TMPV.NS,2020-01,2020,1,179.6971,184.45,1
2020-02-03,TMPV.NS,2020-02,2020,2,159.6279,163.85,3
2020-03-02,TMPV.NS,2020-03,2020,3,122.1687,125.4,2
2020-04-01,TMPV.NS,2020-04,2020,4,66.1991,67.95,1
2020-05-04,TMPV.NS,2020-05,2020,5,81.7381,83.9,4
2020-06-01,TMPV.NS,2020-06,2020,6,87.2425,89.55,1
2020-07-01,TMPV.NS,2020-07,2020,7,98.1539,100.75,1
2020-08-03,TMPV.NS,2020-08,2020,8,110.1369,113.05,3
2020-09-01,TMPV.NS,2020-09,2020,9,140.0945,143.8,1
2020-10-01,TMPV.NS,2020-10,2020,10,130.06,133.5,1
2020-11-02,TMPV.NS,2020-11,2020,11,129.4267,132.85,2
2020-12-01,TMPV.NS,2020-12,2020,12,175.1182,179.75,1
2021-01-01,TMPV.NS,2021-01,2021,1,181.6942,186.5,1
2021-02-01,TMPV.NS,2021-02,2021,2,272.3952,279.6,1
2021-03-01,TMPV.NS,2021-03,2021,3,319.8403,328.3,1
2021-04-01,TMPV.NS,2021-04,2021,4,299.8199,307.75,1
2021-05-03,TMPV.NS,2021-05,2021,5,285.45,293.0,3
2021-06-01,TMPV.NS,2021-06,2021,6,309.9032,318.1,1
2021-07-01,TMPV.NS,2021-07,2021,7,335.3793,344.25,1
2021-08-02,TMPV.NS,2021-08,2021,8,289.2007,296.85,2
2021-09-01,TMPV.NS,2021-09,2021,9,287.642,295.25,1
2021-10-01,TMPV.NS,2021-10,2021,10,324.7115,333.3,1
2021-11-01,TMPV.NS,2021-11,2021,11,473.1845,485.7,1
2021-12-01,TMPV.NS,2021-12,2021,12,463.0037,475.25,1
2022-01-03,TMPV.NS,2022-01,2022,1,484.7778,497.6,3
2022-02-01,TMPV.NS,2022-02,2022,2,491.3051,504.3,1
2022-03-02,TMPV.NS,2022-03,2022,3,436.0662,447.6,2
2022-04-01,TMPV.NS,2022-04,2022,4,429.7824,441.15,1
2022-05-02,TMPV.NS,2022-05,2022,5,421.6963,432.85,2
2022-06-01,TMPV.NS,2022-06,2022,6,433.1435,444.6,1
2022-07-01,TMPV.NS,2022-07,2022,7,402.0655,412.7,1
2022-08-01,TMPV.NS,2022-08,2022,8,466.8519,479.2,1
2022-09-01,TMPV.NS,2022-09,2022,9,454.8689,466.9,1
2022-10-03,TMPV.NS,2022-10,2022,10,387.4033,397.65,3
2022-11-01,TMPV.NS,2022-11,2022,11,410.4926,421.35,1
2022-12-01,TMPV.NS,2022-12,2022,12,426.9571,438.25,1
2023-01-02,TMPV.NS,2023-01,2023,1,384.6267,394.8,2
2023-02-01,TMPV.NS,2023-02,2023,2,435.1407,446.65,1
2023-03-01,TMPV.NS,2023-03,2023,3,415.0228,426.0,1
2023-04-03,TMPV.NS,2023-04,2023,4,413.3179,424.25,3
2023-05-02,TMPV.NS,2023-05,2023,5,467.8748,480.25,2
2023-06-01,TMPV.NS,2023-06,2023,6,521.4089,535.2,1
2023-07-03,TMPV.NS,2023-07,2023,7,575.5762,590.8,3
2023-08-01,TMPV.NS,2023-08,2023,8,629.0187,643.65,1
2023-09-01,TMPV.NS,2023-09,2023,9,597.3063,611.2,1
2023-10-03,TMPV.NS,2023-10,2023,10,606.3461,620.45,3
2023-11-01,TMPV.NS,2023-11,2023,11,613.4313,627.7,1
2023-12-01,TMPV.NS,2023-12,2023,12,689.4139,705.45,1
2024-01-01,TMPV.NS,2024-01,2024,1,772.6282,790.6,1
2024-02-01,TMPV.NS,2024-02,2024,2,858.5302,878.5,1
2024-03-01,TMPV.NS,2024-03,2024,3,955.1821,977.4,1
2024-04-01,TMPV.NS,2024-04,2024,4,969.6945,992.25,1
2024-05-02,TMPV.NS,2024-05,2024,5,1004.4363,1027.8,2
2024-06-03,TMPV.NS,2024-06,2024,6,928.8447,950.45,3
